State,count
KARNATAKA,13
CHANDIGARH,8
PUNJAB,2
JAMMU AND KASHMIR,2
TAMIL NADU,2
HARYANA,1
ANDHRA PRADESH,1
RAJASTHAN,1
DELHI,1
GUJARAT,1
MIZORAM,0
ARUNACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
MANIPUR,0
NAGALAND,0
PUDUCHERRY,0
TRIPURA,0
GOA,0
LAKSHADWEEP,0
MAHARASHTRA,0
ODISHA,0
TELANGANA,0
HIMACHAL PRADESH,0
MEGHALAYA,0
DAMAN AND DIU,0
CHHATTISGARH,0
JAMMU & KASHMIR,0
JHARKHAND,0
UTTARAKHAND,0
MADHYA PRADESH,0
ASSAM,0
KERALA,0
WEST BENGAL,0
SIKKIM,0
DADRA AND NAGAR HAVELI,0
UTTAR PRADESH,0
BIHAR,0
