State,count
MAHARASHTRA,11
ASSAM,8
TAMIL NADU,7
DELHI,7
GOA,5
KARNATAKA,4
HIMACHAL PRADESH,3
UTTAR PRADESH,3
ANDHRA PRADESH,3
PUNJAB,2
GUJARAT,2
MADHYA PRADESH,2
BIHAR,2
WEST BENGAL,2
RAJASTHAN,1
ODISHA,1
UTTARAKHAND,1
KERALA,1
MANIPUR,0
JAMMU AND KASHMIR,0
ANDAMAN AND NICOBAR ISLANDS,0
TRIPURA,0
PUDUCHERRY,0
JHARKHAND,0
CHHATTISGARH,0
TELANGANA,0
ARUNACHAL PRADESH,0
MIZORAM,0
HARYANA,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
MEGHALAYA,0
DAMAN AND DIU,0
CHANDIGARH,0
SIKKIM,0
NAGALAND,0
LAKSHADWEEP,0
