State,count
RAJASTHAN,33
KARNATAKA,9
GUJARAT,8
MAHARASHTRA,7
ODISHA,7
UTTARAKHAND,6
DELHI,5
ANDHRA PRADESH,5
TAMIL NADU,5
GOA,2
MADHYA PRADESH,2
CHHATTISGARH,1
HIMACHAL PRADESH,1
JHARKHAND,1
ARUNACHAL PRADESH,0
JAMMU AND KASHMIR,0
MIZORAM,0
MANIPUR,0
NAGALAND,0
PUDUCHERRY,0
TRIPURA,0
HARYANA,0
LAKSHADWEEP,0
TELANGANA,0
ANDAMAN AND NICOBAR ISLANDS,0
CHANDIGARH,0
MEGHALAYA,0
DAMAN AND DIU,0
JAMMU & KASHMIR,0
PUNJAB,0
ASSAM,0
KERALA,0
WEST BENGAL,0
SIKKIM,0
DADRA AND NAGAR HAVELI,0
UTTAR PRADESH,0
BIHAR,0
