State,count
DELHI,22
PUNJAB,11
KARNATAKA,8
HARYANA,7
GOA,7
HIMACHAL PRADESH,6
TAMIL NADU,4
UTTARAKHAND,3
MAHARASHTRA,3
RAJASTHAN,2
UTTAR PRADESH,1
MANIPUR,0
MIZORAM,0
ARUNACHAL PRADESH,0
ODISHA,0
ANDHRA PRADESH,0
JAMMU AND KASHMIR,0
NAGALAND,0
PUDUCHERRY,0
TRIPURA,0
LAKSHADWEEP,0
TELANGANA,0
ANDAMAN AND NICOBAR ISLANDS,0
CHANDIGARH,0
MEGHALAYA,0
DAMAN AND DIU,0
CHHATTISGARH,0
JAMMU & KASHMIR,0
JHARKHAND,0
MADHYA PRADESH,0
ASSAM,0
KERALA,0
WEST BENGAL,0
SIKKIM,0
DADRA AND NAGAR HAVELI,0
GUJARAT,0
BIHAR,0
