State,count
GUJARAT,37
MAHARASHTRA,13
UTTARAKHAND,12
DELHI,9
HARYANA,7
MADHYA PRADESH,5
UTTAR PRADESH,4
ANDHRA PRADESH,4
ASSAM,3
PUNJAB,3
ODISHA,1
TRIPURA,1
JHARKHAND,1
RAJASTHAN,1
DADRA AND NAGAR HAVELI,1
KARNATAKA,1
TAMIL NADU,0
MANIPUR,0
MIZORAM,0
ARUNACHAL PRADESH,0
GOA,0
NAGALAND,0
PUDUCHERRY,0
JAMMU AND KASHMIR,0
TELANGANA,0
LAKSHADWEEP,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
CHANDIGARH,0
MEGHALAYA,0
DAMAN AND DIU,0
CHHATTISGARH,0
JAMMU & KASHMIR,0
KERALA,0
WEST BENGAL,0
SIKKIM,0
BIHAR,0
