State,count
DELHI,33
HARYANA,12
UTTARAKHAND,5
RAJASTHAN,4
GUJARAT,3
GOA,2
TAMIL NADU,1
JHARKHAND,1
PUNJAB,1
KERALA,1
MIZORAM,0
ODISHA,0
ARUNACHAL PRADESH,0
ANDHRA PRADESH,0
MANIPUR,0
NAGALAND,0
PUDUCHERRY,0
TRIPURA,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
MAHARASHTRA,0
TELANGANA,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
CHANDIGARH,0
MEGHALAYA,0
DAMAN AND DIU,0
CHHATTISGARH,0
JAMMU & KASHMIR,0
KARNATAKA,0
MADHYA PRADESH,0
ASSAM,0
WEST BENGAL,0
SIKKIM,0
DADRA AND NAGAR HAVELI,0
UTTAR PRADESH,0
BIHAR,0
