State,count
GUJARAT,23
DELHI,21
PUNJAB,13
MAHARASHTRA,13
TAMIL NADU,10
KARNATAKA,9
ANDHRA PRADESH,6
ODISHA,6
RAJASTHAN,5
GOA,4
KERALA,4
UTTAR PRADESH,3
WEST BENGAL,3
CHHATTISGARH,3
PUDUCHERRY,2
UTTARAKHAND,2
MADHYA PRADESH,2
CHANDIGARH,1
HIMACHAL PRADESH,1
BIHAR,1
JHARKHAND,1
MEGHALAYA,0
SIKKIM,0
JAMMU AND KASHMIR,0
DADRA AND NAGAR HAVELI,0
MANIPUR,0
HARYANA,0
MIZORAM,0
ARUNACHAL PRADESH,0
NAGALAND,0
ANDAMAN AND NICOBAR ISLANDS,0
ASSAM,0
TRIPURA,0
LAKSHADWEEP,0
JAMMU & KASHMIR,0
DAMAN AND DIU,0
TELANGANA,0
