State,count
DELHI,60
TRIPURA,51
GUJARAT,34
ASSAM,29
KARNATAKA,15
RAJASTHAN,8
ANDHRA PRADESH,6
MAHARASHTRA,6
MADHYA PRADESH,3
GOA,3
TAMIL NADU,3
BIHAR,3
KERALA,2
WEST BENGAL,2
JHARKHAND,1
JAMMU & KASHMIR,1
MANIPUR,1
CHANDIGARH,1
HARYANA,1
MIZORAM,1
NAGALAND,1
PUNJAB,0
PUDUCHERRY,0
JAMMU AND KASHMIR,0
UTTAR PRADESH,0
ARUNACHAL PRADESH,0
DADRA AND NAGAR HAVELI,0
LAKSHADWEEP,0
SIKKIM,0
UTTARAKHAND,0
ODISHA,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
MEGHALAYA,0
DAMAN AND DIU,0
CHHATTISGARH,0
TELANGANA,0
