State,count
DELHI,27
KERALA,24
MAHARASHTRA,22
GUJARAT,9
KARNATAKA,7
UTTAR PRADESH,6
MADHYA PRADESH,5
TAMIL NADU,4
ASSAM,3
RAJASTHAN,3
WEST BENGAL,1
ANDHRA PRADESH,1
ODISHA,1
TELANGANA,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
GOA,0
JHARKHAND,0
CHHATTISGARH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
CHANDIGARH,0
DAMAN AND DIU,0
TRIPURA,0
UTTARAKHAND,0
NAGALAND,0
HARYANA,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
PUNJAB,0
BIHAR,0
MEGHALAYA,0
LAKSHADWEEP,0
