State,count
DELHI,5
CHANDIGARH,3
GOA,2
TAMIL NADU,2
MAHARASHTRA,2
BIHAR,1
MEGHALAYA,1
MANIPUR,1
HARYANA,1
MIZORAM,1
ANDHRA PRADESH,1
NAGALAND,1
TRIPURA,1
ODISHA,1
HIMACHAL PRADESH,1
RAJASTHAN,1
ASSAM,1
JAMMU & KASHMIR,1
JHARKHAND,1
GUJARAT,1
KARNATAKA,1
MADHYA PRADESH,1
UTTAR PRADESH,1
PUNJAB,1
SIKKIM,1
KERALA,1
WEST BENGAL,1
ARUNACHAL PRADESH,0
JAMMU AND KASHMIR,0
DADRA AND NAGAR HAVELI,0
CHHATTISGARH,0
PUDUCHERRY,0
DAMAN AND DIU,0
LAKSHADWEEP,0
ANDAMAN AND NICOBAR ISLANDS,0
UTTARAKHAND,0
TELANGANA,0
