State,count
DELHI,33
HARYANA,23
GUJARAT,14
PUNJAB,8
MAHARASHTRA,2
CHANDIGARH,1
KARNATAKA,1
JAMMU & KASHMIR,1
ANDHRA PRADESH,1
DAMAN AND DIU,0
KERALA,0
DADRA AND NAGAR HAVELI,0
TAMIL NADU,0
MIZORAM,0
UTTARAKHAND,0
GOA,0
ASSAM,0
PUDUCHERRY,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
UTTAR PRADESH,0
LAKSHADWEEP,0
NAGALAND,0
MANIPUR,0
RAJASTHAN,0
SIKKIM,0
JAMMU AND KASHMIR,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
WEST BENGAL,0
ARUNACHAL PRADESH,0
TELANGANA,0
CHHATTISGARH,0
JHARKHAND,0
ODISHA,0
MADHYA PRADESH,0
