State,count
GUJARAT,45
DELHI,40
ASSAM,20
ODISHA,12
UTTAR PRADESH,9
HARYANA,8
ANDHRA PRADESH,7
WEST BENGAL,4
MAHARASHTRA,4
CHANDIGARH,4
BIHAR,3
UTTARAKHAND,3
RAJASTHAN,2
KARNATAKA,1
MADHYA PRADESH,1
JHARKHAND,1
LAKSHADWEEP,1
PUNJAB,1
TAMIL NADU,1
MEGHALAYA,0
HIMACHAL PRADESH,0
JAMMU AND KASHMIR,0
GOA,0
MANIPUR,0
DADRA AND NAGAR HAVELI,0
MIZORAM,0
ARUNACHAL PRADESH,0
SIKKIM,0
NAGALAND,0
PUDUCHERRY,0
TRIPURA,0
JAMMU & KASHMIR,0
CHHATTISGARH,0
KERALA,0
DAMAN AND DIU,0
ANDAMAN AND NICOBAR ISLANDS,0
TELANGANA,0
