State,count
ODISHA,50
JHARKHAND,20
DELHI,8
BIHAR,2
MAHARASHTRA,2
WEST BENGAL,2
CHHATTISGARH,2
MADHYA PRADESH,2
KARNATAKA,1
GOA,1
HIMACHAL PRADESH,1
UTTARAKHAND,1
RAJASTHAN,1
PUNJAB,0
ASSAM,0
JAMMU AND KASHMIR,0
GUJARAT,0
MANIPUR,0
HARYANA,0
MIZORAM,0
ARUNACHAL PRADESH,0
ANDHRA PRADESH,0
NAGALAND,0
PUDUCHERRY,0
TRIPURA,0
TAMIL NADU,0
LAKSHADWEEP,0
UTTAR PRADESH,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
SIKKIM,0
CHANDIGARH,0
MEGHALAYA,0
DAMAN AND DIU,0
KERALA,0
JAMMU & KASHMIR,0
TELANGANA,0
