District,count
GANDHINAGAR,4
GANGANAGAR,0
GANJAM,0
GARHWA,0
GARHWAL,0
GARIYABAND,0
GARO,0
GAYA,0
GHAZIABAD,0
GHAZIPUR,0
GIRIDIH,0
GOA,5
GOALPARA,0
GODAVARI,0
GODDA,0
GOLAGHAT,0
GOMATI,0
GONDA,1
GONDIA,0
GOPALGANJ,0
GORAKHPUR,0
GUMLA,0
GUNA,0
GUNTUR,0
GURDASPUR,0
GURUGRAM,1
GWALIOR,1
HAILAKANDI,0
HAMIRPUR,0
HANUMANGARH,0
HAPUR,0
HARDA,0
HARDOI,0
HARIDWAR,4
HASAO,0
HASSAN,0
HATHRAS,0
HAVERI,0
HAZARIBAGH,0
HINGOLI,0
HISAR,0
HOOGHLY,0
HOSHANGABAD,0
HOSHIARPUR,0
HOWRAH,0
HYDERABAD,5
IDUKKI,1
IMPHAL,0
INDORE,0
JABALPUR,0
JAGATSINGHAPUR,0
JAGITIAL,0
JAINTIA,0
JAIPUR,9
JAISALMER,0
JAJAPUR,0
JALANDHAR,0
JALAUN,0
JALGAON,0
JALNA,0
JALORE,0
JALPAIGURI,0
JAMMU,2
JAMNAGAR,1
JAMTARA,0
JAMUI,0
JANGOAN,0
JASHPUR,0
JAUNPUR,0
JAYASHANKAR,0
JEHANABAD,0
JHABUA,0
JHAJJAR,0
JHALAWAR,0
JHANSI,0
JHARSUGUDA,0
JHUNJHUNU,1
JIND,0
JODHPUR,1
JOGULAMBA,0
JORHAT,0
JUNAGADH,0
KABEER,0
KABIRDHAM,0
KACHCHH,0
KADAPA,0
KAITHAL,0
KALABURAGI,0
KALAHANDI,0
KAMAREDDY,0
KAMENG,0
KAMRUP,2
KANCHIPURAM,0
KANDHAMAL,0
KANGRA,0
KANKER,0
KANNAD,0
KANNAUJ,0
KANNIYAKUMARI,0
KANNUR,16
KANPUR,8
KANTHA,0
KAPURTHALA,0
KARAIKAL,2
KARAULI,0
KARBI,0
KARGIL,0
KARIMGANJ,0
KARIMNAGAR,1
KARNAL,1
KARUR,2
KASARAGOD,0
KASGANJ,0
KATHUA,0
KATIHAR,0
KATNI,0
KAUSHAMBI,1
KENDRAPARA,0
KENDUJHAR,0
KHAGARIA,0
KHALILABAD,0
KHAMMAM,0
KHARGONE,0
KHASI,0
KHEDA,0
KHERI,0
KHORDHA,1
KHOWAI,0
KHUNTI,1
KINNAUR,0
KIPHIRE,0
KISHANGANJ,0
KISHTWAR,0
KODAGU,0
KODERMA,0
KOHIMA,0
KOKRAJHAR,0
KOLAR,2
KOLASIB,0
KOLHAPUR,0
KOLKATA,2
KOLLAM,0
KONDAGAON,0
KOPPAL,0
KORAPUT,0
KORBA,0
KORIYA,0
KOTA,2
KOTTAYAM,2
KOZHIKODE,0
KRISHNA,1
KRISHNAGIRI,0
KULGAM,0
KULLU,0
KUPWARA,0
KURNOOL,0
KURUKSHETRA,0
KURUNG,0
KUSHI,0
LADAKH,0
LAHUL,0
LAKHIMPUR,0
LAKHISARAI,0
LAKSHADWEEP,0
LALITPUR,0
LATEHAR,0
LATUR,3
LAWNGTLAI,0
LOHARDAGA,0
LOHIT,0
LONGDING,0
LONGLENG,0
LUCKNOW,2
LUDHIANA,0
LUNGLEI,0
MADHEPURA,0
MADHOPUR,0
MADHUBANI,0
MADURAI,4
MAHABUBABAD,0
MAHALS,0
MAHARAJGANJ,0
MAHASAMUND,0
MAHBUBNAGAR,0
MAHE,0
MAHENDRAGARH,0
MAHESANA,0
MAHISAGAR,0
MAHOBA,0
MAINPURI,0
MALAPPURAM,0
MALDAH,0
MALKANGIRI,0
MAMIT,0
MANCHERIAL,0
MANDI,0
MANDLA,0
MANDSAUR,0
MANDYA,0
MANSA,0
MARIGAON,0
MATHURA,3
MAU,0
MAYURBHANJ,1
MEDAK,0
MEDCHAL,0
MEDINIPUR,0
MEERUT,1
MEWAT,0
MIRZAPUR,0
MOGA,0
MOKOKCHUNG,0
MON,0
MORADABAD,0
MORBI,0
MORENA,0
MUKTSAR,1
MUMBAI,152
MUNGELI,0
MUNGER,0
MURSHIDABAD,0
MUZAFFARNAGAR,0
MUZAFFARPUR,2
MYSURU,0
NABARANGPUR,0
NADIA,0
NAGAON,0
NAGAPATTINAM,0
NAGARKURNOOL,0
NAGAUR,0
NAGPUR,2
NAINITAL,0
NALANDA,0
NALBARI,0
NALGONDA,1
NAMAKKAL,0
NAMSAI,0
NANDED,1
NANDURBAR,4
NARAYANPUR,0
NARMADA,2
NARSINGHPUR,0
NASHIK,7
NAVSARI,0
NAWADA,0
NAWANSHAHR,0
NAYAGARH,0
NEEMUCH,0
NELLORE,0
NICOBARS,0
NILGIRIS,0
NIMAR,0
NIRMAL,0
NIZAMABAD,0
NOIDA,2
NUAPADA,0
OSMANABAD,0
PAKUR,0
PALAKKAD,1
PALAMU,1
PALGHAR,1
PALI,1
PALWAL,0
PANCHKULA,0
PANIPAT,2
PANNA,0
PAPUM,0
PARAGANAS,0
PARBHANI,0
PATAN,1
PATHANAMTHITTA,0
PATHANKOT,0
PATIALA,0
PATNA,0
PEDDAPALLI,0
PERAMBALUR,0
PEREN,0
PHEK,0
PILIBHIT,0
PITHORAGARH,0
PONDICHERRY,0
POONCH,0
PORBANDAR,0
PRAKASAM,0
PRATAPGARH,0
PRAYAG,0
PUDUKKOTTAI,0
PULWAMA,0
PUNE,12
PURI,0
PURNIA,0
PURULIA,1
RAE BARELI,0
RAICHUR,0
RAIGAD,3
RAIGARH,1
RAIPUR,1
RAISEN,0
RAJANNA,0
RAJAURI,0
RAJGARH,0
RAJKOT,0
RAJNANDGAON,0
RAJSAMAND,1
RAMANAGARA,1
RAMANATHAPURAM,0
RAMANUJGANJ,0
RAMBAN,0
RAMGARH,0
RAMPUR,0
RANCHI,2
RANGAREDDI,0
RATLAM,0
RATNAGIRI,7
RAYAGADA,0
REASI,0
REWA,0
REWARI,1
ROHTAK,0
ROHTAS,0
RUPNAGAR,2
S.A.S,0
Sahibzada,0
SAGAR,5
SAHARANPUR,2
SAHARSA,0
SAHEBGANJ,0
SAIHA,0
SALEM,12
SAMASTIPUR,0
SAMBA,0
SAMBALPUR,1
SAMBHAL,0
SANGAREDDY,0
SANGLI,0
SANGRUR,0
SARAIKELA,0
SARAN,0
SATARA,0
SATNA,0
SEHORE,0
SENAPATI,0
SEONI,0
SEPAHIJALA,0
SERCHHIP,0
SHAHDARA,0
SHAHDOL,0
SHAHJAHANPUR,0
SHAJAPUR,0
SHAMLI,0
SHEIKHPURA,0
SHEOHAR,0
SHEOPUR,0
SHIMLA,0
SHIVAMOGGA,0
SHIVPURI,0
SHOPIAN,0
SHRAVASTI,1
SIANG,0
SIDDHARTH,0
SIDDIPET,0
SIDHI,0
SIKAR,0
SIKKIM,1
SIMDEGA,0
SINDHUDURG,2
SINGHBHUM,0
SINGHBUM,0
SINGRAULI,0
SIRMAUR,0
SIROHI,0
SIRSA,0
SITAMARHI,0
SITAPUR,0
SIVAGANGA,0
SIVASAGAR,0
SIWAN,0
SOLAN,0
SOLAPUR,2
SOMNATH,0
SONBHADRA,0
SONEPUR,0
SONIPAT,0
SONITPUR,0
SOUTH TRIPURA,0
SRIKAKULAM,0
SRINAGAR,2
SUBANSIRI,0
SUKMA,0
SULTANPUR,1
SUNDARGARH,2
SUPAUL,0
SURAJPUR,0
SURAT,0
SURENDRANAGAR,0
SURGUJA,1
SURYAPET,0
TAMENGLONG,0
TAPI,0
TARAN,0
TAWANG,0
THANE,9
THANJAVUR,0
THENI,0
THIRUVALLUR,0
THIRUVANANTHAPURAM,1
THIRUVARUR,0
THOUBAL,0
THRISSUR,1
TIKAMGARH,0
TINSUKIA,0
TIRAP,0
TIRUCHIRAPPALLI,0
TIRUNELVELI,0
TIRUPPUR,0
TIRUVANNAMALAI,0
TONK,0
TRIPURA,0
TUENSANG,0
TUMAKURU,0
TUTICORIN,1
UDAIPUR,3
UDALGURI,0
UDAM,0
UDHAMPUR,0
UDUPI,0
UJJAIN,0
UKHRUL,0
UMARIA,0
UNA,0
UNAKOTI,0
UNNAO,1
UTTAR KASHI,0
VADODARA,1
VAISHALI,0
VALSAD,0
VARANASI,1
VELLORE,0
VIDISHA,0
VIJAYAPURA,0
VIKARABAD,0
VILLUPURAM,0
VIRUDHUNAGAR,0
VISAKHAPATANAM,0
VIZIANAGARAM,2
WANAPARTHY,0
WARANGAL,1
WARDHA,6
WASHIM,0
WAYANAD,4
WOKHA,0
YADADRI,0
YADGIR,0
YAMUNANAGAR,2
YANAM,0
YAVATMAL,0
ZUNHEBOTO,0
