,meanHQ,meanER,Month,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.HQ,SUN PHARMACEUTICAL INDUSTRIES LTD.HQ,AXIS BANK LTD.HQ,ICICI BANK LTD.HQ,OIL AND NATURAL GAS CORPORATION LTD.ER_x,MARUTI SUZUKI INDIA LTD.ER_x,PIDILITE INDUSTRIES LTD.ER,INDUSIND BANK LTD.ER,ULTRATECH CEMENT LTD.ER,BAJAJ FINSERV LTD.ER_x,INDIAN OIL CORPORATION LTD.ER_x,ASIAN PAINTS LTD.ER,BAJAJ FINANCE LIMITEDER,LARSEN & TOUBRO LTD.ER,KOTAK MAHINDRA BANK LTD.ER,HDFC BANK LTDER,RELIANCE INDUSTRIES LTD.ER,ITC LTD.ER,HINDUSTAN ZINC LTD.ER,DABUR INDIA LTD.ER_x,NTPC LTD.ER_x,HCL TECHNOLOGIES LTD.ER_x,POWER GRID CORPORATION OF INDIA LTD.ER_x,TATA STEEL LTD.ER_x,INDIAN OIL CORPORATION LTD.ER_y,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER_x,BHARTI INFRATEL LTD.ER,HERO MOTOCORP LTD.ER,POWER GRID CORPORATION OF INDIA LTD.ER_y,MARUTI SUZUKI INDIA LTD.ER_y,DABUR INDIA LTD.ER_y,OIL AND NATURAL GAS CORPORATION LTD.ER_y,GODREJ CONSUMER PRODUCTS LTD.ER,HINDUSTAN UNILEVER LTD.ER,OIL AND NATURAL GAS CORPORATION LTD.ER,TECH MAHINDRA LTD.ER,BAJAJ AUTO LTD.ER,AXIS BANK LTD.ER,BAJAJ FINSERV LTD.ER_y,HOUSING DEVELOPMENT FINANCE CORP.LTD.ER,DABUR INDIA LTD.ER,NTPC LTD.ER_y,HCL TECHNOLOGIES LTD.ER_y,POWER GRID CORPORATION OF INDIA LTD.ER,TATA STEEL LTD.ER_y,INDIAN OIL CORPORATION LTD.ER,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.ER_y
0,-10.856166666666665,-3.0363761963466427,February-2014,-14.12,-9.27,-13.07,-5.58,-5.83,3.0,-2.12,-3.56,-7.77,-5.78,-1.14,-0.15,-2.86,-12.47,-4.0,-6.14,3.8,-0.74,9.85,-0.55,10.92,-7.6,0.94,3.4,-1.14,-14.12,-4.89,0.27,0.94,3.0,-0.55,-5.83,-5.08,3.78,-5.83,-4.45,-2.1,-13.07,-5.78,-1.28,-0.55,10.92,-7.6,0.94,3.4,-1.14,-14.12
1,-8.262333333333332,-10.294447822210984,March-2014,-12.11,10.79,-15.37,-19.33,-9.31,-24.28,-6.63,-26.1,-18.97,-9.8,-12.45,-15.55,-14.11,-14.83,-13.88,-12.19,-16.3,-7.77,-9.98,-3.82,-6.53,11.77,-11.05,-14.47,-12.45,-12.11,-13.01,-15.66,-11.05,-24.28,-3.82,-9.31,-7.91,-9.99,-9.31,4.07,-6.98,-15.37,-9.8,-8.0,-3.82,-6.53,11.77,-11.05,-14.47,-12.45,-12.11
2,-3.8235,0.17993147913557203,April-2014,-0.43,-10.15,-4.02,0.05,-2.23,2.71,-4.14,4.43,7.36,-4.75,5.86,7.57,-4.71,-1.8,-3.25,4.09,-0.62,3.46,-0.23,0.11,3.08,-0.95,-0.67,-1.71,5.86,-0.43,-6.41,3.48,-0.67,2.71,0.11,-2.23,6.33,6.09,-2.23,-2.11,7.93,-4.02,-4.75,-1.56,0.11,3.08,-0.95,-0.67,-1.71,5.86,-0.43
3,-12.636,-13.108391335065404,May-2014,-19.94,3.82,-20.86,-13.95,-16.1,-18.33,4.81,-11.45,-17.6,-3.04,-37.39,-0.85,-7.82,-19.56,-8.0,-10.56,-13.88,-0.22,-22.15,-4.54,-37.51,-0.98,-15.13,-18.57,-37.39,-19.94,-6.83,-6.83,-15.13,-18.33,-4.54,-16.1,2.5,-6.01,-16.1,-4.52,-2.07,-20.86,-3.04,2.33,-4.54,-37.51,-0.98,-15.13,-18.57,-37.39,-19.94
4,-6.8341666666666665,-6.394987351712538,June-2014,-7.81,-12.98,-4.64,-0.0,-12.02,-7.44,-7.68,-6.99,-9.0,-9.68,4.35,-16.34,0.98,-9.86,-2.03,-3.43,4.74,4.86,-6.11,0.13,2.47,-5.59,-14.29,-11.22,4.35,-7.81,-10.22,-12.09,-14.29,-7.44,0.13,-12.02,-5.97,-3.09,-12.02,-12.38,-18.43,-4.64,-9.68,-13.01,0.13,2.47,-5.59,-14.29,-11.22,4.35,-7.81
5,13.073500000000001,2.0859031491890327,July-2014,-7.06,-15.22,79.61,-3.85,6.69,-3.53,-14.06,1.89,6.83,-0.84,3.98,-6.15,-10.22,11.61,-7.74,-1.5,0.86,-9.63,3.12,-10.39,6.99,-3.9,4.6,-4.75,3.98,-7.06,-0.67,1.19,4.6,-3.53,-10.39,6.69,-2.09,-10.65,6.69,0.1,10.16,79.61,-0.84,-7.74,-10.39,6.99,-3.9,4.6,-4.75,3.98,-7.06
6,-6.044500000000001,-5.244071087320969,August-2014,-8.5,-8.08,-1.39,-5.67,-10.07,-10.29,-10.23,-4.17,-5.16,-11.32,-8.28,0.79,-11.94,-1.52,-8.64,-1.12,0.67,0.29,-2.38,-12.43,5.03,-4.85,2.6,7.2,-8.28,-8.5,-2.34,-0.47,2.6,-10.29,-12.43,-10.07,-17.16,-8.13,-10.07,-9.85,-8.74,-1.39,-11.32,-0.61,-12.43,5.03,-4.85,2.6,7.2,-8.28,-8.5
7,3.1903333333333337,-0.5026291957813985,September-2014,1.73,-0.32,4.91,7.79,5.99,-10.06,3.07,-6.07,-3.07,-7.56,-0.74,-0.84,-9.81,4.55,2.18,-3.39,5.39,-4.39,2.75,4.39,-0.69,-5.21,-4.64,10.56,-0.74,1.73,-12.4,-8.97,-4.64,-10.06,4.39,5.99,0.08,-0.62,5.99,-5.32,-3.95,4.91,-7.56,1.98,4.39,-0.69,-5.21,-4.64,10.56,-0.74,1.73
8,-6.988666666666665,-3.9782011464889555,October-2014,-2.37,1.37,-16.13,-13.25,0.99,-8.94,-4.2,-16.1,2.81,5.53,-0.61,-4.25,-3.23,-13.54,-10.42,-4.67,-5.7,4.18,-6.81,-1.67,-8.15,6.42,-7.39,-6.54,-0.61,-2.37,0.71,-7.73,-7.39,-8.94,-1.67,0.99,1.77,1.01,0.99,-0.97,-11.07,-16.13,5.53,-5.07,-1.67,-8.15,6.42,-7.39,-6.54,-0.61,-2.37
9,-4.383,-2.1682705433898413,November-2014,-2.02,0.71,-9.64,-7.95,6.31,0.07,-11.01,-4.55,2.4,-7.8,-0.27,-13.34,-10.2,0.89,-7.43,-4.96,0.84,-2.18,4.89,-6.73,4.9,-3.54,2.17,3.28,-0.27,-2.02,-1.91,-2.63,2.17,0.07,-6.73,6.31,1.6,-6.53,6.31,-5.18,-1.17,-9.64,-7.8,-4.9,-6.73,4.9,-3.54,2.17,3.28,-0.27,-2.02
10,12.561833333333333,2.2059751575273077,December-2014,-9.7,1.6,-4.37,79.88,10.09,0.23,-18.05,-6.79,-7.28,-14.01,9.08,-1.08,-12.89,8.76,-5.07,0.56,10.06,-1.49,-4.25,3.13,-1.05,3.98,2.88,15.62,9.08,-9.7,-12.61,1.23,2.88,0.23,3.13,10.09,-1.87,3.45,10.09,1.9,7.62,-4.37,-14.01,2.16,3.13,-1.05,3.98,2.88,15.62,9.08,-9.7
11,-9.636333333333335,-7.5060391273131675,January-2015,-6.92,-10.87,-17.26,-2.31,-3.0,-9.52,-5.0,-8.53,-17.54,-9.98,-4.72,-14.06,-16.16,-13.61,-4.57,-13.03,-2.72,-0.05,-2.61,-9.68,0.21,-12.42,-7.17,2.23,-4.72,-6.92,-6.36,7.54,-7.17,-9.52,-9.68,-3.0,-9.43,-22.82,-3.0,-11.06,2.01,-17.26,-9.98,-11.51,-9.68,0.21,-12.42,-7.17,2.23,-4.72,-6.92
12,0.791,-0.16908138556877705,February-2015,2.94,0.54,-4.2,4.32,7.54,0.74,1.65,-5.16,0.08,2.44,4.38,4.56,-7.88,-3.93,-5.8,0.76,5.36,1.99,-0.77,-3.05,-8.31,-12.62,-6.02,8.91,4.38,2.94,-2.7,6.51,-6.02,0.74,-3.05,7.54,-6.54,2.47,7.54,0.46,9.52,-4.2,2.44,-5.57,-3.05,-8.31,-12.62,-6.02,8.91,4.38,2.94
13,2.5778333333333334,6.630672032855193,March-2015,6.79,-12.21,8.64,8.75,5.59,-2.24,-7.25,3.65,8.36,1.25,-10.92,1.17,6.11,2.71,6.03,4.21,4.8,9.91,8.12,-0.57,5.39,51.51,7.43,10.91,-10.92,6.79,-4.65,1.49,7.43,-2.24,-0.57,5.59,7.98,4.06,5.59,78.03,6.68,8.64,1.25,1.86,-0.57,5.39,51.51,7.43,10.91,-10.92,6.79
14,-0.06283333333333338,1.0911288760672502,April-2015,-3.1,8.1,-1.33,-5.06,0.72,-0.89,5.75,6.63,7.27,-2.77,2.17,5.67,2.12,5.03,-1.58,3.29,-4.63,0.98,-4.6,5.09,-2.0,10.22,2.0,-13.78,2.17,-3.1,-4.26,11.85,2.0,-0.89,5.09,0.72,-1.6,2.68,0.72,0.98,3.37,-1.33,-2.77,10.82,5.09,-2.0,10.22,2.0,-13.78,2.17,-3.1
15,-1.208,-3.274974289240564,May-2015,-1.9,-2.8,-3.06,4.21,-8.32,-1.43,2.41,-6.16,-11.65,-6.66,1.21,-3.16,-5.22,-1.4,-4.97,-6.26,-1.66,-1.4,0.12,-7.5,9.05,-15.04,-0.98,8.88,1.21,-1.9,-19.43,-15.74,-0.98,-1.43,-7.5,-8.32,0.7,-1.21,-8.32,11.05,-18.75,-3.06,-6.66,-5.65,-7.5,9.05,-15.04,-0.98,8.88,1.21,-1.9
16,5.631333333333334,-0.024524842190931685,June-2015,4.87,9.48,4.55,2.93,6.15,-6.27,0.29,0.3,-0.5,-0.2,-8.05,4.14,-29.34,-7.7,0.89,-1.56,-14.06,3.58,1.24,-3.53,-0.8,8.97,3.2,7.25,-8.05,4.87,6.82,6.37,3.2,-6.27,-3.53,6.15,-17.21,-6.59,6.15,13.75,-9.53,4.55,-0.2,-4.93,-3.53,-0.8,8.97,3.2,7.25,-8.05,4.87
17,-0.23383333333333348,-1.7786893312511685,July-2015,-5.25,5.89,-2.7,1.79,11.82,-7.65,-1.2,-12.1,-5.29,-20.95,-12.13,-16.83,-0.73,-0.38,49.87,-4.1,-0.12,-3.54,5.99,-4.62,2.1,-8.2,-1.76,18.84,-12.13,-5.25,-0.34,-5.95,-1.76,-7.65,-4.62,11.82,-11.35,-0.5,11.82,-10.75,0.65,-2.7,-20.95,-3.29,-4.62,2.1,-8.2,-1.76,18.84,-12.13,-5.25
18,-0.5561666666666664,5.8717292725709145,August-2015,-9.4,-9.11,11.69,8.07,12.18,3.76,-2.37,12.35,7.99,1.54,3.85,3.73,8.6,10.3,6.43,7.47,14.46,0.28,19.14,6.7,10.04,2.51,7.7,9.0,3.85,-9.4,10.8,10.36,7.7,3.76,6.7,12.18,2.59,6.47,12.18,2.64,10.49,11.69,1.54,11.22,6.7,10.04,2.51,7.7,9.0,3.85,-9.4
19,6.3919999999999995,1.5235152323336028,September-2015,15.56,3.26,2.2,2.82,4.3,-12.52,0.66,-9.96,7.53,4.75,3.03,0.88,-1.47,8.63,0.32,-3.96,-0.43,-1.11,-10.0,-0.95,-1.98,-1.09,-1.15,5.84,3.03,15.56,11.21,0.07,-1.15,-12.52,-0.95,4.3,8.93,5.59,4.3,-8.23,-2.43,2.2,4.75,-2.05,-0.95,-1.98,-1.09,-1.15,5.84,3.03,15.56
20,0.26783333333333337,-2.170104726605301,October-2015,1.27,-2.37,4.16,-2.5,-8.0,5.13,1.01,3.3,-7.61,-13.01,0.75,1.47,-2.29,3.79,-6.13,-2.63,-10.15,-1.76,-12.39,2.21,-7.23,11.46,2.57,-16.45,0.75,1.27,-9.61,-7.9,2.57,5.13,2.21,-8.0,-3.95,1.41,-8.0,3.43,-10.38,4.16,-13.01,-3.62,2.21,-7.23,11.46,2.57,-16.45,0.75,1.27
21,7.900166666666666,1.1459193477898122,November-2015,9.25,17.81,1.28,1.05,5.47,-2.88,0.76,-2.45,2.66,0.98,-5.45,-1.42,-5.61,2.63,-0.52,1.92,-2.13,-2.54,8.44,-1.28,1.28,-0.26,-5.59,6.77,-5.45,9.25,1.07,-4.55,-5.59,-2.88,-1.28,5.47,2.69,-0.95,5.47,1.02,2.67,1.28,0.98,3.18,-1.28,1.28,-0.26,-5.59,6.77,-5.45,9.25
22,-0.5003333333333334,-2.4479271860930822,December-2015,2.83,-12.22,4.13,4.62,-3.24,-0.84,0.66,-3.78,0.78,-2.57,-1.85,-5.16,-9.19,7.16,-3.81,-0.63,-4.61,4.55,-2.02,-1.08,-11.37,1.88,-3.86,-12.82,-1.85,2.83,-11.35,0.27,-3.86,-0.84,-1.08,-3.24,-7.23,-6.54,-3.24,2.21,-2.09,4.13,-2.57,-3.73,-1.08,-11.37,1.88,-3.86,-12.82,-1.85,2.83
23,8.180333333333333,5.270971003081934,January-2016,18.38,-6.47,9.2,11.99,6.53,11.22,-2.3,4.32,-1.47,5.94,6.43,1.7,1.74,13.6,5.03,3.12,-2.22,2.47,-9.58,9.6,2.54,-1.23,-4.53,3.66,6.43,18.38,15.79,4.91,-4.53,11.22,9.6,6.53,7.17,5.27,6.53,3.84,7.56,9.2,5.94,6.74,9.6,2.54,-1.23,-4.53,3.66,6.43,18.38
24,8.260333333333334,7.91171873580367,February-2016,7.8,2.06,8.06,17.43,14.15,20.86,-3.52,10.36,2.09,13.83,8.44,2.34,-0.32,2.08,7.64,7.28,6.62,7.42,0.28,4.9,15.82,6.19,11.86,0.38,8.44,7.8,1.11,2.46,11.86,20.86,4.9,14.15,2.88,-1.58,14.15,17.25,6.04,8.06,13.83,9.85,4.9,15.82,6.19,11.86,0.38,8.44,7.8
25,-15.862666666666666,-11.348802985041498,March-2016,-26.31,4.16,-18.47,-24.5,-10.64,-14.69,-0.94,-16.46,-16.62,-5.79,-7.13,-2.37,-16.9,-12.69,-8.05,-10.14,-8.14,-10.9,-14.54,-4.77,-7.6,-0.22,-6.92,-28.26,-7.13,-26.31,-7.15,-17.75,-6.92,-14.69,-4.77,-10.64,-16.01,-4.78,-10.64,-14.55,-9.35,-18.47,-5.79,-4.14,-4.77,-7.6,-0.22,-6.92,-28.26,-7.13,-26.31
26,-0.2151666666666668,-2.5513453312156136,April-2016,3.82,0.99,-6.23,-0.02,-1.47,-2.04,-2.0,-8.43,2.0,-9.51,-10.03,0.07,1.4,-3.07,-5.08,-5.81,6.0,0.99,6.35,-10.6,-7.76,7.82,-3.13,-9.72,-10.03,3.82,1.94,1.43,-3.13,-2.04,-10.6,-1.47,4.11,0.33,-1.47,-2.47,-3.26,-6.23,-9.51,1.52,-10.6,-7.76,7.82,-3.13,-9.72,-10.03,3.82
27,4.005000000000001,-2.0852199060878367,May-2016,19.16,5.99,-9.18,-3.63,3.1,-9.83,-17.05,-5.18,-2.12,2.25,3.96,-13.36,-10.88,-17.61,-4.35,-4.23,2.4,-8.25,0.58,-5.24,-3.21,1.41,-4.57,4.59,3.96,19.16,-0.25,-6.82,-4.57,-9.83,-5.24,3.1,-12.4,1.93,3.1,-10.51,-5.41,-9.18,2.25,-13.79,-5.24,-3.21,1.41,-4.57,4.59,3.96,19.16
28,-2.563,-4.138874058645336,June-2016,-7.32,-0.12,-3.46,2.04,-2.44,-0.41,-2.08,-0.64,-5.65,-27.15,-5.98,-1.99,-5.46,-1.49,-2.2,0.46,-1.09,-4.69,-5.24,-6.28,-9.18,1.26,-8.63,3.75,-5.98,-7.32,8.21,-2.64,-8.63,-0.41,-6.28,-2.44,-7.79,-5.73,-2.44,5.94,-2.57,-3.46,-27.15,-1.11,-6.28,-9.18,1.26,-8.63,3.75,-5.98,-7.32
29,-8.247666666666666,-6.8776872121693575,July-2016,-12.22,-8.66,-2.36,-9.43,-1.69,-13.62,-1.46,-6.06,-8.61,-17.28,-23.33,-11.06,-29.64,-4.13,0.16,-6.01,-4.75,31.42,-13.35,1.46,-1.31,-3.0,-7.95,-10.21,-23.33,-12.22,-14.6,-0.8,-7.95,-13.62,1.46,-1.69,0.69,-2.55,-1.69,3.89,-0.59,-2.36,-17.28,-9.71,1.46,-1.31,-3.0,-7.95,-10.21,-23.33,-12.22
30,-3.869666666666666,-3.8821517360489506,August-2016,-13.26,6.62,-9.08,1.96,-7.77,-6.26,4.59,-0.59,-8.73,-9.07,-5.95,-4.0,-6.4,2.83,-5.89,-3.55,-4.19,-3.01,-11.26,4.28,-0.5,-3.55,-4.6,-4.43,-5.95,-13.26,11.22,-10.64,-4.6,-6.26,4.28,-7.77,4.45,0.53,-7.77,3.7,-10.32,-9.08,-9.07,-2.31,4.28,-0.5,-3.55,-4.6,-4.43,-5.95,-13.26
31,4.4245,3.056104788324458,September-2016,2.26,4.15,9.03,2.1,-8.29,-8.44,2.26,-0.96,4.25,-3.62,-1.22,-0.25,90.41,5.43,3.46,1.48,-2.28,7.11,-2.87,6.67,6.75,-2.64,4.16,-1.07,-1.22,2.26,-4.02,3.75,4.16,-8.44,6.67,-8.29,-4.19,5.33,-8.29,10.41,4.99,9.03,-3.62,0.93,6.67,6.75,-2.64,4.16,-1.07,-1.22,2.26
32,-5.0151666666666666,-0.814551047253141,October-2016,-18.89,-0.75,9.98,-9.79,-12.95,-7.66,-6.4,0.14,-2.94,-10.87,44.48,7.46,-2.27,-3.14,-5.35,1.42,2.86,-0.14,-8.27,-7.7,-1.85,3.97,0.79,-8.08,44.48,-18.89,4.71,1.75,0.79,-7.66,-7.7,-12.95,-1.23,3.17,-12.95,-4.67,-0.05,9.98,-10.87,0.88,-7.7,-1.85,3.97,0.79,-8.08,44.48,-18.89
33,5.695833333333333,3.0026995267908982,November-2016,9.01,5.07,3.7,4.33,0.33,10.77,12.02,8.81,9.5,12.42,5.49,9.81,14.92,6.37,7.83,4.32,5.56,3.72,-11.76,3.03,-7.87,-4.53,-9.75,-2.55,5.49,9.01,-7.91,5.53,-9.75,10.77,3.03,0.33,9.46,-0.48,0.33,-10.44,5.28,3.7,12.42,8.41,3.03,-7.87,-4.53,-9.75,-2.55,5.49,9.01
34,5.789166666666667,4.105564555497196,December-2016,3.47,11.34,4.2,3.66,33.75,-1.13,7.63,-1.66,9.69,3.04,-6.49,8.09,8.72,2.4,4.91,-0.38,-8.8,-3.46,9.5,2.22,-0.95,-3.06,4.45,5.75,-6.49,3.47,8.43,3.92,4.45,-1.13,2.22,33.75,-4.12,2.13,33.75,-0.68,1.86,4.2,3.04,0.18,2.22,-0.95,-3.06,4.45,5.75,-6.49,3.47
35,-4.7125,-7.199237017349025,January-2017,-9.44,-0.29,-3.53,-5.39,-5.59,-10.77,-14.19,-13.1,-13.8,-11.96,-12.41,-8.91,-23.47,-7.07,-7.44,-6.87,3.4,-7.1,-16.83,0.29,-4.89,2.24,-12.59,-18.23,-12.41,-9.44,14.55,-4.42,-12.59,-10.77,0.29,-5.59,-4.57,-3.49,-5.59,7.56,-7.74,-3.53,-11.96,-8.23,0.29,-4.89,2.24,-12.59,-18.23,-12.41,-9.44
