State,count
GUJARAT,58
MAHARASHTRA,43
ANDHRA PRADESH,24
MADHYA PRADESH,19
DELHI,15
PUNJAB,10
UTTAR PRADESH,10
RAJASTHAN,8
UTTARAKHAND,7
HARYANA,7
TAMIL NADU,6
TELANGANA,5
WEST BENGAL,5
KARNATAKA,4
BIHAR,3
HIMACHAL PRADESH,3
ASSAM,3
ODISHA,3
JHARKHAND,3
KERALA,3
JAMMU & KASHMIR,2
JAMMU AND KASHMIR,2
CHHATTISGARH,2
PUDUCHERRY,1
DADRA AND NAGAR HAVELI,1
NAGALAND,0
SIKKIM,0
ANDAMAN AND NICOBAR ISLANDS,0
TRIPURA,0
GOA,0
MANIPUR,0
ARUNACHAL PRADESH,0
MIZORAM,0
MEGHALAYA,0
DAMAN AND DIU,0
CHANDIGARH,0
LAKSHADWEEP,0
