State,count
DELHI,40
JHARKHAND,37
WEST BENGAL,32
ODISHA,21
CHHATTISGARH,17
ASSAM,13
MADHYA PRADESH,12
MAHARASHTRA,9
GUJARAT,4
BIHAR,4
KERALA,4
PUNJAB,3
KARNATAKA,3
HARYANA,3
UTTAR PRADESH,3
MEGHALAYA,2
ANDHRA PRADESH,2
TELANGANA,2
RAJASTHAN,2
CHANDIGARH,1
HIMACHAL PRADESH,1
GOA,1
TAMIL NADU,1
DAMAN AND DIU,0
UTTARAKHAND,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
MIZORAM,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
TRIPURA,0
PUDUCHERRY,0
ARUNACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
