State,count
DELHI,53
UTTAR PRADESH,13
RAJASTHAN,13
ASSAM,11
HARYANA,11
MADHYA PRADESH,10
PUNJAB,10
ODISHA,9
BIHAR,7
JHARKHAND,6
CHHATTISGARH,6
HIMACHAL PRADESH,5
TAMIL NADU,4
JAMMU & KASHMIR,3
CHANDIGARH,3
JAMMU AND KASHMIR,3
GUJARAT,3
WEST BENGAL,3
GOA,2
MIZORAM,2
MAHARASHTRA,2
ANDHRA PRADESH,2
NAGALAND,2
TRIPURA,2
MANIPUR,2
MEGHALAYA,2
SIKKIM,2
KERALA,1
ARUNACHAL PRADESH,1
KARNATAKA,1
UTTARAKHAND,0
DAMAN AND DIU,0
DADRA AND NAGAR HAVELI,0
TELANGANA,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
