State,count
MAHARASHTRA,27
GUJARAT,18
HARYANA,15
TAMIL NADU,11
UTTAR PRADESH,10
ANDHRA PRADESH,9
KARNATAKA,4
TELANGANA,3
DELHI,3
KERALA,2
ODISHA,2
BIHAR,1
JAMMU & KASHMIR,1
WEST BENGAL,1
RAJASTHAN,1
JHARKHAND,1
CHANDIGARH,1
PUNJAB,1
ASSAM,0
PUDUCHERRY,0
GOA,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
LAKSHADWEEP,0
DAMAN AND DIU,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
MADHYA PRADESH,0
