State,count
MAHARASHTRA,8
DELHI,7
MADHYA PRADESH,4
TELANGANA,4
ANDHRA PRADESH,4
GUJARAT,3
TAMIL NADU,3
RAJASTHAN,2
BIHAR,1
KARNATAKA,1
GOA,1
ODISHA,1
JAMMU & KASHMIR,1
ARUNACHAL PRADESH,0
KERALA,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
ASSAM,0
JHARKHAND,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
CHANDIGARH,0
DAMAN AND DIU,0
WEST BENGAL,0
UTTARAKHAND,0
NAGALAND,0
HARYANA,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
CHHATTISGARH,0
PUNJAB,0
MEGHALAYA,0
TRIPURA,0
LAKSHADWEEP,0
