State,count
MAHARASHTRA,12
DELHI,7
GUJARAT,7
RAJASTHAN,5
KARNATAKA,4
TAMIL NADU,3
PUNJAB,3
BIHAR,2
HIMACHAL PRADESH,1
ASSAM,1
GOA,1
UTTAR PRADESH,1
JAMMU & KASHMIR,1
KERALA,1
UTTARAKHAND,1
HARYANA,1
MADHYA PRADESH,1
SIKKIM,1
ODISHA,1
ANDHRA PRADESH,1
JHARKHAND,1
MEGHALAYA,1
TRIPURA,1
CHHATTISGARH,1
TELANGANA,1
WEST BENGAL,1
ARUNACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
MIZORAM,0
MANIPUR,0
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
CHANDIGARH,0
NAGALAND,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
