State,count
DELHI,78
GUJARAT,36
MAHARASHTRA,22
TRIPURA,19
UTTAR PRADESH,18
RAJASTHAN,15
ANDHRA PRADESH,15
KARNATAKA,12
ODISHA,11
ASSAM,11
MADHYA PRADESH,10
HARYANA,10
TELANGANA,10
UTTARAKHAND,10
PUNJAB,8
KERALA,5
CHANDIGARH,5
GOA,3
PUDUCHERRY,1
TAMIL NADU,1
BIHAR,1
MEGHALAYA,1
JHARKHAND,1
MANIPUR,1
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
CHHATTISGARH,0
ARUNACHAL PRADESH,0
WEST BENGAL,0
NAGALAND,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
JAMMU AND KASHMIR,0
DAMAN AND DIU,0
SIKKIM,0
LAKSHADWEEP,0
