State,count
KARNATAKA,9
BIHAR,8
MAHARASHTRA,7
DELHI,6
TAMIL NADU,6
GUJARAT,4
WEST BENGAL,4
TELANGANA,1
ODISHA,1
UTTARAKHAND,1
ASSAM,1
GOA,0
CHANDIGARH,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
KERALA,0
DAMAN AND DIU,0
HIMACHAL PRADESH,0
LAKSHADWEEP,0
NAGALAND,0
HARYANA,0
MANIPUR,0
RAJASTHAN,0
SIKKIM,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
PUNJAB,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
JHARKHAND,0
MADHYA PRADESH,0
