State,count
DELHI,81
BIHAR,38
ASSAM,15
WEST BENGAL,15
HARYANA,14
ODISHA,13
GUJARAT,12
JHARKHAND,8
JAMMU AND KASHMIR,7
MAHARASHTRA,7
MANIPUR,7
UTTAR PRADESH,6
TAMIL NADU,6
TRIPURA,6
ANDHRA PRADESH,5
KARNATAKA,5
KERALA,5
HIMACHAL PRADESH,4
MADHYA PRADESH,4
SIKKIM,4
TELANGANA,4
RAJASTHAN,3
PUNJAB,3
MIZORAM,2
NAGALAND,2
MEGHALAYA,2
PUDUCHERRY,2
ARUNACHAL PRADESH,1
DAMAN AND DIU,0
CHANDIGARH,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
GOA,0
UTTARAKHAND,0
CHHATTISGARH,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
