State,count
MADHYA PRADESH,5
MAHARASHTRA,5
HIMACHAL PRADESH,4
DELHI,4
ASSAM,3
MEGHALAYA,3
BIHAR,2
UTTAR PRADESH,2
JAMMU & KASHMIR,2
SIKKIM,2
ANDHRA PRADESH,2
TAMIL NADU,2
PUNJAB,1
WEST BENGAL,1
ODISHA,1
PUDUCHERRY,1
MANIPUR,1
NAGALAND,1
GOA,1
KARNATAKA,1
GUJARAT,1
MIZORAM,1
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JHARKHAND,0
CHHATTISGARH,0
KERALA,0
TELANGANA,0
TRIPURA,0
DAMAN AND DIU,0
CHANDIGARH,0
UTTARAKHAND,0
HARYANA,0
RAJASTHAN,0
ARUNACHAL PRADESH,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
