State,count
DELHI,37
RAJASTHAN,18
PUNJAB,15
BIHAR,13
HARYANA,13
KERALA,11
GUJARAT,10
TAMIL NADU,9
MADHYA PRADESH,9
ASSAM,8
WEST BENGAL,8
ANDHRA PRADESH,8
UTTAR PRADESH,6
JAMMU & KASHMIR,6
JHARKHAND,6
MAHARASHTRA,6
ODISHA,5
KARNATAKA,4
CHHATTISGARH,3
UTTARAKHAND,2
CHANDIGARH,2
TELANGANA,1
GOA,1
MEGHALAYA,1
HIMACHAL PRADESH,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
TRIPURA,0
DAMAN AND DIU,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
LAKSHADWEEP,0
