State,count
DELHI,34
GOA,10
KARNATAKA,7
PUNJAB,7
MAHARASHTRA,6
HARYANA,5
TAMIL NADU,4
UTTARAKHAND,4
BIHAR,4
HIMACHAL PRADESH,4
RAJASTHAN,3
ASSAM,2
UTTAR PRADESH,2
ANDHRA PRADESH,1
ODISHA,1
CHANDIGARH,1
GUJARAT,0
KERALA,0
PUDUCHERRY,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU & KASHMIR,0
LAKSHADWEEP,0
DAMAN AND DIU,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
MEGHALAYA,0
TRIPURA,0
WEST BENGAL,0
ARUNACHAL PRADESH,0
TELANGANA,0
CHHATTISGARH,0
JHARKHAND,0
MADHYA PRADESH,0
