State,count
MAHARASHTRA,61
KERALA,33
DELHI,32
KARNATAKA,14
GUJARAT,11
MADHYA PRADESH,10
ODISHA,10
TAMIL NADU,9
RAJASTHAN,8
ASSAM,8
UTTAR PRADESH,6
TELANGANA,6
ANDHRA PRADESH,5
CHHATTISGARH,5
BIHAR,4
GOA,3
WEST BENGAL,2
CHANDIGARH,2
MANIPUR,0
JAMMU AND KASHMIR,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
MEGHALAYA,0
PUNJAB,0
JHARKHAND,0
ARUNACHAL PRADESH,0
MIZORAM,0
HARYANA,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
SIKKIM,0
DAMAN AND DIU,0
TRIPURA,0
UTTARAKHAND,0
NAGALAND,0
LAKSHADWEEP,0
