State,count
DELHI,37
GUJARAT,24
MAHARASHTRA,20
TAMIL NADU,15
KARNATAKA,14
ANDHRA PRADESH,12
PUNJAB,9
RAJASTHAN,9
ODISHA,8
WEST BENGAL,8
UTTARAKHAND,6
MADHYA PRADESH,6
BIHAR,6
TELANGANA,6
JHARKHAND,5
UTTAR PRADESH,5
CHANDIGARH,4
KERALA,4
PUDUCHERRY,3
CHHATTISGARH,2
HIMACHAL PRADESH,1
ASSAM,1
GOA,1
MANIPUR,0
JAMMU AND KASHMIR,0
ANDAMAN AND NICOBAR ISLANDS,0
TRIPURA,0
MIZORAM,0
HARYANA,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
MEGHALAYA,0
DAMAN AND DIU,0
SIKKIM,0
ARUNACHAL PRADESH,0
NAGALAND,0
LAKSHADWEEP,0
