State,count
DELHI,17
RAJASTHAN,7
MAHARASHTRA,5
KERALA,5
NAGALAND,5
MIZORAM,5
CHHATTISGARH,5
ANDHRA PRADESH,4
UTTARAKHAND,4
ASSAM,4
TELANGANA,4
MEGHALAYA,4
ARUNACHAL PRADESH,3
CHANDIGARH,3
TAMIL NADU,2
GUJARAT,2
PUNJAB,2
WEST BENGAL,1
ODISHA,1
JHARKHAND,1
BIHAR,1
MANIPUR,1
PUDUCHERRY,1
HARYANA,1
ANDAMAN AND NICOBAR ISLANDS,0
GOA,0
HIMACHAL PRADESH,0
UTTAR PRADESH,0
LAKSHADWEEP,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
DAMAN AND DIU,0
SIKKIM,0
JAMMU AND KASHMIR,0
TRIPURA,0
KARNATAKA,0
MADHYA PRADESH,0
