State,count
MADHYA PRADESH,6
MAHARASHTRA,6
PUNJAB,5
CHHATTISGARH,4
DELHI,3
RAJASTHAN,3
UTTAR PRADESH,3
GUJARAT,2
BIHAR,2
MEGHALAYA,1
ASSAM,1
SIKKIM,1
ODISHA,1
HARYANA,1
UTTARAKHAND,1
GOA,0
KERALA,0
PUDUCHERRY,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
TAMIL NADU,0
DAMAN AND DIU,0
CHANDIGARH,0
NAGALAND,0
MANIPUR,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
TRIPURA,0
WEST BENGAL,0
ARUNACHAL PRADESH,0
TELANGANA,0
KARNATAKA,0
JHARKHAND,0
LAKSHADWEEP,0
