State,count
KARNATAKA,13
DELHI,12
CHANDIGARH,7
ODISHA,4
ANDHRA PRADESH,3
PUNJAB,3
JAMMU & KASHMIR,2
RAJASTHAN,2
MAHARASHTRA,2
TAMIL NADU,2
KERALA,1
ARUNACHAL PRADESH,1
GUJARAT,1
TELANGANA,1
HARYANA,1
GOA,0
ASSAM,0
PUDUCHERRY,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
DAMAN AND DIU,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
WEST BENGAL,0
CHHATTISGARH,0
JHARKHAND,0
MADHYA PRADESH,0
