State,count
DELHI,11
TAMIL NADU,7
MAHARASHTRA,6
KARNATAKA,3
UTTARAKHAND,3
WEST BENGAL,3
UTTAR PRADESH,3
GUJARAT,3
CHANDIGARH,2
TELANGANA,2
GOA,2
ANDHRA PRADESH,1
RAJASTHAN,1
BIHAR,1
KERALA,1
ASSAM,1
PUDUCHERRY,1
CHHATTISGARH,1
HARYANA,1
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
MIZORAM,0
HIMACHAL PRADESH,0
JAMMU & KASHMIR,0
LAKSHADWEEP,0
DAMAN AND DIU,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
PUNJAB,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
JHARKHAND,0
ODISHA,0
MADHYA PRADESH,0
