State,count
MAHARASHTRA,55
TELANGANA,14
RAJASTHAN,13
TAMIL NADU,11
CHANDIGARH,11
UTTARAKHAND,11
GUJARAT,9
KARNATAKA,9
DELHI,8
MADHYA PRADESH,8
PUNJAB,7
UTTAR PRADESH,7
HARYANA,3
BIHAR,3
ASSAM,2
CHHATTISGARH,2
ANDHRA PRADESH,1
ODISHA,1
JHARKHAND,1
MEGHALAYA,0
DADRA AND NAGAR HAVELI,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
GOA,0
MIZORAM,0
DAMAN AND DIU,0
JAMMU & KASHMIR,0
KERALA,0
ARUNACHAL PRADESH,0
NAGALAND,0
MANIPUR,0
WEST BENGAL,0
SIKKIM,0
JAMMU AND KASHMIR,0
TRIPURA,0
LAKSHADWEEP,0
