State,count
GUJARAT,43
PUNJAB,17
MAHARASHTRA,13
HARYANA,9
MADHYA PRADESH,8
HIMACHAL PRADESH,7
SIKKIM,6
GOA,5
TAMIL NADU,3
BIHAR,2
DELHI,2
JAMMU & KASHMIR,2
KARNATAKA,1
TRIPURA,0
KERALA,0
ANDAMAN AND NICOBAR ISLANDS,0
ODISHA,0
PUDUCHERRY,0
ASSAM,0
JHARKHAND,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
MEGHALAYA,0
CHANDIGARH,0
UTTARAKHAND,0
NAGALAND,0
CHHATTISGARH,0
MANIPUR,0
RAJASTHAN,0
TELANGANA,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
ANDHRA PRADESH,0
WEST BENGAL,0
LAKSHADWEEP,0
