State,count
DELHI,74
PUNJAB,26
RAJASTHAN,22
HARYANA,14
ASSAM,12
WEST BENGAL,12
TAMIL NADU,11
BIHAR,9
JAMMU & KASHMIR,9
MADHYA PRADESH,9
KARNATAKA,9
GUJARAT,8
MAHARASHTRA,8
KERALA,8
UTTAR PRADESH,7
GOA,6
ANDHRA PRADESH,5
TELANGANA,5
CHHATTISGARH,3
ODISHA,2
ARUNACHAL PRADESH,2
JHARKHAND,2
HIMACHAL PRADESH,1
UTTARAKHAND,1
CHANDIGARH,1
SIKKIM,1
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
MEGHALAYA,0
DAMAN AND DIU,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
TRIPURA,0
NAGALAND,0
MANIPUR,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
