State,count
MAHARASHTRA,17
GUJARAT,7
RAJASTHAN,4
KARNATAKA,4
TELANGANA,4
TAMIL NADU,3
ANDHRA PRADESH,3
MADHYA PRADESH,3
CHHATTISGARH,3
UTTAR PRADESH,1
HARYANA,1
WEST BENGAL,0
KERALA,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
ASSAM,0
GOA,0
DELHI,0
ODISHA,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
CHANDIGARH,0
DAMAN AND DIU,0
TRIPURA,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
JHARKHAND,0
SIKKIM,0
JAMMU AND KASHMIR,0
ARUNACHAL PRADESH,0
PUNJAB,0
BIHAR,0
MEGHALAYA,0
LAKSHADWEEP,0
