State,count
RAJASTHAN,7
DELHI,6
GUJARAT,5
MAHARASHTRA,3
CHHATTISGARH,3
ARUNACHAL PRADESH,1
TAMIL NADU,1
KARNATAKA,1
CHANDIGARH,1
PUDUCHERRY,0
ASSAM,0
GOA,0
UTTARAKHAND,0
UTTAR PRADESH,0
MIZORAM,0
HIMACHAL PRADESH,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
ANDAMAN AND NICOBAR ISLANDS,0
KERALA,0
DAMAN AND DIU,0
LAKSHADWEEP,0
NAGALAND,0
HARYANA,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
PUNJAB,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
WEST BENGAL,0
TELANGANA,0
JHARKHAND,0
ODISHA,0
MADHYA PRADESH,0
