State,count
GUJARAT,16
DELHI,14
MAHARASHTRA,4
HARYANA,2
RAJASTHAN,2
GOA,1
MANIPUR,1
PUNJAB,1
MEGHALAYA,1
MADHYA PRADESH,1
CHHATTISGARH,1
JHARKHAND,1
ODISHA,1
ASSAM,0
DAMAN AND DIU,0
PUDUCHERRY,0
HIMACHAL PRADESH,0
UTTAR PRADESH,0
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
KERALA,0
TAMIL NADU,0
CHANDIGARH,0
UTTARAKHAND,0
NAGALAND,0
SIKKIM,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
BIHAR,0
TRIPURA,0
WEST BENGAL,0
ARUNACHAL PRADESH,0
TELANGANA,0
KARNATAKA,0
LAKSHADWEEP,0
