State,count
DELHI,91
BIHAR,42
UTTAR PRADESH,34
ANDHRA PRADESH,24
MAHARASHTRA,24
HARYANA,20
GUJARAT,18
ODISHA,17
ASSAM,16
WEST BENGAL,11
TAMIL NADU,10
JHARKHAND,10
SIKKIM,9
MADHYA PRADESH,8
TRIPURA,8
KARNATAKA,8
CHHATTISGARH,7
TELANGANA,7
MANIPUR,6
KERALA,6
JAMMU AND KASHMIR,6
JAMMU & KASHMIR,5
RAJASTHAN,5
MEGHALAYA,4
HIMACHAL PRADESH,4
MIZORAM,3
PUNJAB,3
CHANDIGARH,2
GOA,2
UTTARAKHAND,2
NAGALAND,2
ARUNACHAL PRADESH,1
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
