State,count
GUJARAT,38
PUNJAB,22
MAHARASHTRA,16
MADHYA PRADESH,10
HARYANA,8
HIMACHAL PRADESH,6
GOA,5
SIKKIM,5
DELHI,2
UTTAR PRADESH,2
RAJASTHAN,2
TAMIL NADU,2
KARNATAKA,2
JAMMU & KASHMIR,1
ASSAM,1
BIHAR,0
ANDAMAN AND NICOBAR ISLANDS,0
ODISHA,0
PUDUCHERRY,0
JHARKHAND,0
CHHATTISGARH,0
TELANGANA,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
KERALA,0
ANDHRA PRADESH,0
DAMAN AND DIU,0
CHANDIGARH,0
UTTARAKHAND,0
NAGALAND,0
ARUNACHAL PRADESH,0
MANIPUR,0
WEST BENGAL,0
TRIPURA,0
JAMMU AND KASHMIR,0
MEGHALAYA,0
LAKSHADWEEP,0
