State,count
MAHARASHTRA,20
RAJASTHAN,19
MADHYA PRADESH,18
CHHATTISGARH,16
GUJARAT,16
ANDHRA PRADESH,15
KARNATAKA,13
HARYANA,13
UTTAR PRADESH,8
ODISHA,7
WEST BENGAL,7
HIMACHAL PRADESH,6
TAMIL NADU,6
BIHAR,6
UTTARAKHAND,5
PUNJAB,4
TELANGANA,2
DELHI,1
KERALA,1
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
JHARKHAND,0
PUDUCHERRY,0
ASSAM,0
GOA,0
ARUNACHAL PRADESH,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
DAMAN AND DIU,0
CHANDIGARH,0
NAGALAND,0
TRIPURA,0
MANIPUR,0
MEGHALAYA,0
SIKKIM,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
