State,count
DELHI,38
MAHARASHTRA,22
KERALA,22
GOA,16
GUJARAT,7
KARNATAKA,5
UTTAR PRADESH,5
RAJASTHAN,4
TAMIL NADU,3
MADHYA PRADESH,3
TELANGANA,3
ASSAM,2
ODISHA,2
CHANDIGARH,2
PUNJAB,1
ANDHRA PRADESH,1
PUDUCHERRY,1
WEST BENGAL,1
HARYANA,1
BIHAR,1
CHHATTISGARH,1
MEGHALAYA,0
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
JHARKHAND,0
DAMAN AND DIU,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
ARUNACHAL PRADESH,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
TRIPURA,0
LAKSHADWEEP,0
