State,count
DELHI,84
TRIPURA,58
GUJARAT,55
ASSAM,51
RAJASTHAN,18
ANDHRA PRADESH,14
JHARKHAND,12
GOA,12
MAHARASHTRA,11
KARNATAKA,11
ARUNACHAL PRADESH,10
UTTARAKHAND,9
WEST BENGAL,8
KERALA,6
MADHYA PRADESH,5
MIZORAM,3
HIMACHAL PRADESH,3
TAMIL NADU,3
PUNJAB,3
ODISHA,3
JAMMU & KASHMIR,2
TELANGANA,2
BIHAR,2
UTTAR PRADESH,2
HARYANA,2
MANIPUR,2
CHANDIGARH,2
MEGHALAYA,1
LAKSHADWEEP,1
DADRA AND NAGAR HAVELI,0
JAMMU AND KASHMIR,0
DAMAN AND DIU,0
SIKKIM,0
CHHATTISGARH,0
PUDUCHERRY,0
NAGALAND,0
ANDAMAN AND NICOBAR ISLANDS,0
