State,count
KARNATAKA,16
MAHARASHTRA,15
RAJASTHAN,14
TAMIL NADU,5
GOA,5
DELHI,2
HARYANA,1
PUNJAB,1
CHANDIGARH,1
HIMACHAL PRADESH,1
GUJARAT,0
UTTARAKHAND,0
MIZORAM,0
ASSAM,0
DADRA AND NAGAR HAVELI,0
PUDUCHERRY,0
JAMMU & KASHMIR,0
KERALA,0
DAMAN AND DIU,0
ANDAMAN AND NICOBAR ISLANDS,0
UTTAR PRADESH,0
LAKSHADWEEP,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
WEST BENGAL,0
ARUNACHAL PRADESH,0
TELANGANA,0
CHHATTISGARH,0
JHARKHAND,0
ODISHA,0
MADHYA PRADESH,0
