State,count
MAHARASHTRA,32
GUJARAT,26
DELHI,18
TAMIL NADU,16
KARNATAKA,13
RAJASTHAN,11
UTTAR PRADESH,10
TELANGANA,9
ANDHRA PRADESH,9
PUNJAB,8
ODISHA,8
WEST BENGAL,8
MADHYA PRADESH,7
BIHAR,6
JHARKHAND,6
UTTARAKHAND,5
PUDUCHERRY,3
HARYANA,3
CHANDIGARH,3
KERALA,3
ASSAM,2
HIMACHAL PRADESH,1
GOA,1
CHHATTISGARH,1
ARUNACHAL PRADESH,1
MIZORAM,0
ANDAMAN AND NICOBAR ISLANDS,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
MEGHALAYA,0
DAMAN AND DIU,0
NAGALAND,0
MANIPUR,0
TRIPURA,0
SIKKIM,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
