State,count
ASSAM,10
TAMIL NADU,6
MAHARASHTRA,5
DELHI,4
BIHAR,3
HIMACHAL PRADESH,3
KARNATAKA,3
GOA,3
UTTAR PRADESH,3
PUNJAB,2
MADHYA PRADESH,2
WEST BENGAL,2
KERALA,1
ODISHA,1
UTTARAKHAND,1
DADRA AND NAGAR HAVELI,1
JAMMU & KASHMIR,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
JHARKHAND,0
CHHATTISGARH,0
TELANGANA,0
GUJARAT,0
ARUNACHAL PRADESH,0
MIZORAM,0
MEGHALAYA,0
TRIPURA,0
DAMAN AND DIU,0
CHANDIGARH,0
NAGALAND,0
HARYANA,0
MANIPUR,0
RAJASTHAN,0
SIKKIM,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
LAKSHADWEEP,0
