State,count
GUJARAT,57
MAHARASHTRA,41
MADHYA PRADESH,22
ANDHRA PRADESH,17
DELHI,15
PUNJAB,14
KERALA,10
UTTARAKHAND,9
UTTAR PRADESH,7
RAJASTHAN,7
TAMIL NADU,6
TELANGANA,5
ASSAM,5
HARYANA,5
KARNATAKA,5
CHHATTISGARH,4
WEST BENGAL,4
GOA,4
JHARKHAND,3
HIMACHAL PRADESH,2
ODISHA,2
BIHAR,2
SIKKIM,2
DAMAN AND DIU,1
DADRA AND NAGAR HAVELI,1
PUDUCHERRY,1
CHANDIGARH,0
MEGHALAYA,0
JAMMU & KASHMIR,0
MIZORAM,0
NAGALAND,0
MANIPUR,0
ARUNACHAL PRADESH,0
JAMMU AND KASHMIR,0
TRIPURA,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
