State,count
MADHYA PRADESH,10
MAHARASHTRA,8
DELHI,7
ANDHRA PRADESH,6
ASSAM,6
TELANGANA,6
HIMACHAL PRADESH,5
UTTARAKHAND,5
SIKKIM,5
BIHAR,4
GUJARAT,3
UTTAR PRADESH,3
TAMIL NADU,3
MEGHALAYA,3
PUDUCHERRY,2
GOA,2
KARNATAKA,2
NAGALAND,2
PUNJAB,1
CHANDIGARH,1
ODISHA,1
MIZORAM,1
JAMMU & KASHMIR,1
WEST BENGAL,1
MANIPUR,1
RAJASTHAN,1
DAMAN AND DIU,0
KERALA,0
DADRA AND NAGAR HAVELI,0
HARYANA,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
JHARKHAND,0
TRIPURA,0
JAMMU AND KASHMIR,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
