State,count
KARNATAKA,12
PUNJAB,4
CHANDIGARH,2
JAMMU & KASHMIR,2
HARYANA,2
MAHARASHTRA,2
ODISHA,1
KERALA,1
TELANGANA,1
RAJASTHAN,1
DELHI,1
ANDHRA PRADESH,1
UTTAR PRADESH,0
DADRA AND NAGAR HAVELI,0
MIZORAM,0
TAMIL NADU,0
DAMAN AND DIU,0
GOA,0
ASSAM,0
PUDUCHERRY,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
GUJARAT,0
LAKSHADWEEP,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
WEST BENGAL,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
JHARKHAND,0
MADHYA PRADESH,0
