State,count
DELHI,29
KARNATAKA,8
RAJASTHAN,8
GOA,7
HARYANA,6
PUNJAB,5
KERALA,5
MAHARASHTRA,4
ODISHA,4
HIMACHAL PRADESH,4
CHANDIGARH,4
UTTARAKHAND,3
UTTAR PRADESH,3
BIHAR,3
TAMIL NADU,2
ANDHRA PRADESH,2
WEST BENGAL,2
ASSAM,2
GUJARAT,1
MADHYA PRADESH,1
CHHATTISGARH,1
TELANGANA,1
NAGALAND,0
TRIPURA,0
ANDAMAN AND NICOBAR ISLANDS,0
JHARKHAND,0
PUDUCHERRY,0
ARUNACHAL PRADESH,0
MEGHALAYA,0
MANIPUR,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
JAMMU AND KASHMIR,0
DAMAN AND DIU,0
SIKKIM,0
LAKSHADWEEP,0
