State,count
MAHARASHTRA,49
RAJASTHAN,15
CHANDIGARH,14
TELANGANA,13
UTTARAKHAND,11
GUJARAT,10
TAMIL NADU,7
MADHYA PRADESH,7
UTTAR PRADESH,6
BIHAR,5
KARNATAKA,5
JHARKHAND,4
HARYANA,4
PUNJAB,4
ANDHRA PRADESH,4
DELHI,3
KERALA,3
ASSAM,2
ODISHA,2
WEST BENGAL,2
CHHATTISGARH,2
TRIPURA,1
HIMACHAL PRADESH,1
GOA,1
NAGALAND,0
ARUNACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
MEGHALAYA,0
SIKKIM,0
JAMMU AND KASHMIR,0
MANIPUR,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
DAMAN AND DIU,0
LAKSHADWEEP,0
