State,count
DELHI,49
UTTAR PRADESH,8
TAMIL NADU,7
KARNATAKA,4
WEST BENGAL,3
MAHARASHTRA,3
ASSAM,2
BIHAR,2
TELANGANA,2
ANDHRA PRADESH,1
JHARKHAND,1
GUJARAT,1
RAJASTHAN,1
ODISHA,1
HARYANA,1
HIMACHAL PRADESH,0
PUDUCHERRY,0
KERALA,0
GOA,0
ANDAMAN AND NICOBAR ISLANDS,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
LAKSHADWEEP,0
DAMAN AND DIU,0
CHANDIGARH,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
SIKKIM,0
JAMMU AND KASHMIR,0
PUNJAB,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
MADHYA PRADESH,0
