State,count
MAHARASHTRA,11
DELHI,8
UTTARAKHAND,5
TAMIL NADU,4
PUDUCHERRY,4
RAJASTHAN,4
ODISHA,3
PUNJAB,1
HIMACHAL PRADESH,1
MADHYA PRADESH,1
WEST BENGAL,1
CHHATTISGARH,1
MEGHALAYA,0
KERALA,0
ANDAMAN AND NICOBAR ISLANDS,0
JHARKHAND,0
KARNATAKA,0
ASSAM,0
GOA,0
GUJARAT,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
DAMAN AND DIU,0
BIHAR,0
CHANDIGARH,0
TELANGANA,0
NAGALAND,0
HARYANA,0
MANIPUR,0
ARUNACHAL PRADESH,0
SIKKIM,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
TRIPURA,0
LAKSHADWEEP,0
