State,count
ANDHRA PRADESH,33
MAHARASHTRA,22
TELANGANA,11
KARNATAKA,9
DELHI,8
UTTAR PRADESH,5
CHANDIGARH,3
ODISHA,3
HARYANA,2
GUJARAT,2
TAMIL NADU,2
WEST BENGAL,1
GOA,0
ASSAM,0
PUDUCHERRY,0
HIMACHAL PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
ANDAMAN AND NICOBAR ISLANDS,0
KERALA,0
DAMAN AND DIU,0
LAKSHADWEEP,0
UTTARAKHAND,0
NAGALAND,0
MANIPUR,0
RAJASTHAN,0
SIKKIM,0
JAMMU AND KASHMIR,0
PUNJAB,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
JHARKHAND,0
MADHYA PRADESH,0
