State,count
DELHI,73
UTTAR PRADESH,13
ODISHA,12
HARYANA,12
PUNJAB,11
RAJASTHAN,11
MADHYA PRADESH,8
JHARKHAND,8
CHHATTISGARH,7
ASSAM,7
BIHAR,7
HIMACHAL PRADESH,5
TAMIL NADU,5
WEST BENGAL,4
MAHARASHTRA,4
NAGALAND,4
CHANDIGARH,3
JAMMU AND KASHMIR,3
ANDHRA PRADESH,2
GOA,2
MIZORAM,2
KERALA,2
JAMMU & KASHMIR,2
TRIPURA,1
MANIPUR,1
MEGHALAYA,1
GUJARAT,1
SIKKIM,1
KARNATAKA,1
DAMAN AND DIU,0
UTTARAKHAND,0
DADRA AND NAGAR HAVELI,0
ARUNACHAL PRADESH,0
TELANGANA,0
PUDUCHERRY,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
