State,count
DELHI,67
GUJARAT,38
MAHARASHTRA,27
TRIPURA,18
ANDHRA PRADESH,17
ODISHA,14
ASSAM,12
RAJASTHAN,11
BIHAR,10
MADHYA PRADESH,9
GOA,8
TELANGANA,8
KARNATAKA,7
KERALA,7
WEST BENGAL,5
HARYANA,5
CHANDIGARH,3
PUNJAB,3
JHARKHAND,3
PUDUCHERRY,1
TAMIL NADU,1
MANIPUR,1
UTTARAKHAND,0
NAGALAND,0
DAMAN AND DIU,0
JAMMU & KASHMIR,0
DADRA AND NAGAR HAVELI,0
MIZORAM,0
UTTAR PRADESH,0
SIKKIM,0
JAMMU AND KASHMIR,0
MEGHALAYA,0
ARUNACHAL PRADESH,0
CHHATTISGARH,0
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
