State,count
DELHI,47
JHARKHAND,38
WEST BENGAL,33
ODISHA,20
MADHYA PRADESH,19
ASSAM,17
CHHATTISGARH,17
MAHARASHTRA,10
UTTAR PRADESH,9
HARYANA,5
GUJARAT,4
KERALA,4
PUNJAB,3
RAJASTHAN,3
TAMIL NADU,2
ANDHRA PRADESH,2
KARNATAKA,2
MEGHALAYA,2
TELANGANA,2
CHANDIGARH,1
GOA,1
ARUNACHAL PRADESH,1
JAMMU AND KASHMIR,0
TRIPURA,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
PUDUCHERRY,0
DADRA AND NAGAR HAVELI,0
MIZORAM,0
SIKKIM,0
JAMMU & KASHMIR,0
DAMAN AND DIU,0
UTTARAKHAND,0
NAGALAND,0
BIHAR,0
MANIPUR,0
LAKSHADWEEP,0
