State,count
KARNATAKA,81
MAHARASHTRA,70
JHARKHAND,15
TAMIL NADU,14
WEST BENGAL,5
GUJARAT,3
DELHI,3
ODISHA,2
GOA,1
PUNJAB,1
HARYANA,1
UTTARAKHAND,1
CHANDIGARH,1
PUDUCHERRY,0
HIMACHAL PRADESH,0
ASSAM,0
DAMAN AND DIU,0
ANDAMAN AND NICOBAR ISLANDS,0
UTTAR PRADESH,0
MIZORAM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
KERALA,0
LAKSHADWEEP,0
NAGALAND,0
MANIPUR,0
RAJASTHAN,0
SIKKIM,0
JAMMU AND KASHMIR,0
ANDHRA PRADESH,0
BIHAR,0
MEGHALAYA,0
TRIPURA,0
ARUNACHAL PRADESH,0
TELANGANA,0
CHHATTISGARH,0
MADHYA PRADESH,0
