State,count
DELHI,11
MAHARASHTRA,7
TAMIL NADU,6
KARNATAKA,5
RAJASTHAN,3
GOA,3
WEST BENGAL,3
GUJARAT,3
CHANDIGARH,3
CHHATTISGARH,2
TELANGANA,2
UTTARAKHAND,2
HARYANA,2
PUDUCHERRY,1
ASSAM,1
KERALA,1
MADHYA PRADESH,1
ODISHA,1
PUNJAB,1
JHARKHAND,1
SIKKIM,0
UTTAR PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
ARUNACHAL PRADESH,0
TRIPURA,0
MEGHALAYA,0
MIZORAM,0
MANIPUR,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
BIHAR,0
DAMAN AND DIU,0
ANDHRA PRADESH,0
NAGALAND,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
