State,count
DELHI,14
MAHARASHTRA,6
RAJASTHAN,6
CHHATTISGARH,5
MEGHALAYA,5
MIZORAM,5
TELANGANA,4
UTTARAKHAND,4
NAGALAND,4
ANDHRA PRADESH,4
ARUNACHAL PRADESH,3
GUJARAT,3
CHANDIGARH,3
ASSAM,2
JHARKHAND,2
PUDUCHERRY,1
UTTAR PRADESH,1
MANIPUR,1
PUNJAB,1
BIHAR,1
KARNATAKA,1
KERALA,1
ODISHA,1
WEST BENGAL,1
MADHYA PRADESH,1
HIMACHAL PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
GOA,0
TAMIL NADU,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
DAMAN AND DIU,0
HARYANA,0
SIKKIM,0
JAMMU AND KASHMIR,0
TRIPURA,0
LAKSHADWEEP,0
