State,count
DELHI,61
GUJARAT,23
ANDHRA PRADESH,16
MAHARASHTRA,12
ODISHA,10
RAJASTHAN,10
ASSAM,8
TRIPURA,8
BIHAR,7
MADHYA PRADESH,6
KERALA,6
PUNJAB,5
WEST BENGAL,5
TELANGANA,5
HARYANA,5
GOA,4
CHANDIGARH,4
TAMIL NADU,4
KARNATAKA,4
JHARKHAND,3
MANIPUR,1
PUDUCHERRY,1
MEGHALAYA,1
UTTAR PRADESH,0
ANDAMAN AND NICOBAR ISLANDS,0
HIMACHAL PRADESH,0
CHHATTISGARH,0
ARUNACHAL PRADESH,0
MIZORAM,0
SIKKIM,0
DADRA AND NAGAR HAVELI,0
JAMMU & KASHMIR,0
DAMAN AND DIU,0
JAMMU AND KASHMIR,0
UTTARAKHAND,0
NAGALAND,0
LAKSHADWEEP,0
