State,count
DELHI,60
HARYANA,28
PUNJAB,13
MADHYA PRADESH,10
ASSAM,10
UTTAR PRADESH,10
RAJASTHAN,10
ODISHA,8
JHARKHAND,8
BIHAR,7
CHHATTISGARH,7
TAMIL NADU,6
MIZORAM,5
MAHARASHTRA,5
WEST BENGAL,5
HIMACHAL PRADESH,4
JAMMU AND KASHMIR,3
NAGALAND,3
CHANDIGARH,3
MEGHALAYA,2
SIKKIM,2
TRIPURA,2
MANIPUR,2
ANDHRA PRADESH,2
GOA,2
KARNATAKA,1
GUJARAT,1
KERALA,1
JAMMU & KASHMIR,1
ARUNACHAL PRADESH,0
DADRA AND NAGAR HAVELI,0
TELANGANA,0
DAMAN AND DIU,0
PUDUCHERRY,0
UTTARAKHAND,0
ANDAMAN AND NICOBAR ISLANDS,0
LAKSHADWEEP,0
