State,count
MAHARASHTRA,24
GUJARAT,14
MADHYA PRADESH,8
ASSAM,5
KERALA,4
ANDHRA PRADESH,4
PUNJAB,3
UTTARAKHAND,3
HARYANA,3
RAJASTHAN,3
DELHI,2
UTTAR PRADESH,2
TAMIL NADU,2
ODISHA,2
BIHAR,1
DADRA AND NAGAR HAVELI,1
HIMACHAL PRADESH,1
JHARKHAND,1
KARNATAKA,1
CHANDIGARH,1
CHHATTISGARH,1
TELANGANA,1
ANDAMAN AND NICOBAR ISLANDS,0
PUDUCHERRY,0
GOA,0
MIZORAM,0
JAMMU & KASHMIR,0
MEGHALAYA,0
DAMAN AND DIU,0
ARUNACHAL PRADESH,0
NAGALAND,0
WEST BENGAL,0
MANIPUR,0
TRIPURA,0
SIKKIM,0
JAMMU AND KASHMIR,0
LAKSHADWEEP,0
